id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
35675,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,U.S. Polo Assn. Men White Shoes
17512,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt
55440,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Revlon Hazelnut Colorburst Lipstick 050
11267,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Indigo Nation Men Black self structure Black Trousers
30249,Men,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012.0,Casual,Numero Uno Men Orange Flip Flops
14325,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,ADIDAS Women Printed Pink T-shirt
36238,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,W Women Blue Tunic
14483,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Flying Machine Men Casual Green Casual Shoes
51663,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Louis Philippe Men Green Sunglasses
17120,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Classic Black Handbag
37244,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Camel Shoes
31046,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Arrow Sport Men Check Yellow Shirt
23057,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Blue Striped T-shirt
17103,Women,Accessories,Wallets,Wallets,Cream,Winter,2015.0,Casual,Lino Perros Women Button Flap Cream Wallet
57635,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,,Lotus Herbals Color Dew Strawberry Nail Polish 951
56236,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set
